name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
adyar,2023-11-23,86,75.2,79.7,99.4,75.2,84,76.3,89.5,0.587,100,12.5,rain,0,0,10.1,8.8,40,1010.5,82.8,2.5,225.3,19.5,8,30,2023-11-23T06:11:10,2023-11-23T17:39:18,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-24,87.8,77.9,82.3,105.2,77.9,90.2,77.7,86.3,0.106,100,8.33,rain,0,0,17.4,10.9,78,1010.7,76.5,3.1,237.5,20.4,8,30,2023-11-24T06:11:40,2023-11-24T17:39:22,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-25,87.8,77,80.7,105.2,77,85.7,76.7,87.8,1.503,100,12.5,rain,0,0,21,10.9,31.9,1012.1,85.3,2.1,147.8,12.7,7,30,2023-11-25T06:12:10,2023-11-25T17:39:27,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-26,86.1,75.2,80.6,99.4,75.2,85.6,76.3,86.8,0.552,100,8.33,rain,0,0,18.6,15.4,52,1013,86.1,2.1,236.2,20.4,8,30,2023-11-26T06:12:40,2023-11-26T17:39:34,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-27,86.5,75.2,80.8,100,75.2,86.3,76.6,87.4,0.708,100,16.67,rain,0,0,20.8,14.2,65.7,1011.4,87.4,2.5,237.5,20.5,8,30,2023-11-27T06:13:11,2023-11-27T17:39:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-28,86.1,77,81.6,101.9,77,88.2,76.9,85.8,0.243,100,4.17,rain,0,0,16.6,12.3,56.7,1010.7,87.2,2.5,238.7,20.7,8,30,2023-11-28T06:13:43,2023-11-28T17:39:50,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-29,82.4,75.2,78.2,92.4,75.2,80.4,75.6,91.7,3.991,100,25,rain,0,0,15,8.8,19,1011.3,88.7,1.8,172.3,14.8,6,10,2023-11-29T06:14:14,2023-11-29T17:40:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-11-30,82.4,74.8,77.5,92.4,74.8,78.8,75,92,2.135,100,16.67,rain,0,0,13.2,13,51.9,1012,90,2.3,137.7,11.9,6,10,2023-11-30T06:14:46,2023-11-30T17:40:11,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-12-01,85.3,76.4,80.3,98.3,76.4,85.4,76.5,88.6,0.213,100,8.33,rain,0,0,22.4,12.5,22.9,1010.5,87.8,2.1,231.7,20.2,8,30,2023-12-01T06:15:18,2023-12-01T17:40:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-12-02,84.2,75.2,79.6,96.1,75.2,83,76.2,89.4,1.436,100,20.83,rain,0,0,27.5,16.1,32.8,1008.6,89.8,1.9,174.6,15,7,30,2023-12-02T06:15:51,2023-12-02T17:40:36,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-12-03,81.2,75.2,77.4,89.2,75.2,78,75.6,94.4,4.286,100,33.33,rain,0,0,35.1,11.1,353.1,1006.4,95.1,1.4,32.2,2.7,2,10,2023-12-03T06:16:23,2023-12-03T17:40:50,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-12-04,77,74.2,75.3,77,74.2,75.3,73.2,93.3,15.822,100,33.33,rain,0,0,42.3,32.6,291.4,1000.4,100,1,1.8,0,0,10,2023-12-04T06:16:56,2023-12-04T17:41:05,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2023-12-05,87.8,75.2,81.5,99.9,75.2,87.8,76.1,84.3,0.308,100,8.33,rain,0,0,38.9,11.4,225.1,1005.7,88.8,2.5,75.8,6.6,4,30,2023-12-05T06:17:29,2023-12-05T17:41:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-06,89.6,79.4,83.7,108.1,79.4,95.3,79.4,87.1,0,0,0,rain,0,0,10.5,8.1,164.1,1008.5,83.6,2.6,232.9,20.1,8,30,2023-12-06T06:18:02,2023-12-06T17:41:38,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-07,87.8,78.8,81.7,105.2,78.8,88.8,78.2,89.4,0.023,100,4.17,rain,0,0,10.7,10.3,72.3,1010.4,67,2.4,231.7,19.9,8,30,2023-12-07T06:18:35,2023-12-07T17:41:56,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-08,84.8,78.4,81,96.5,78.4,86.4,76.8,87.3,0.084,100,8.33,rain,0,0,14.8,9.2,33.1,1011.3,81.3,2.3,231.3,19.9,8,30,2023-12-08T06:19:08,2023-12-08T17:42:15,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-09,86,76.9,81.2,99.4,76.9,86.7,76.4,85.6,0,0,0,rain,0,0,17,10.3,35,1012.2,68.8,1.9,233.7,20.2,8,30,2023-12-09T06:19:41,2023-12-09T17:42:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-10,85,78.2,81,96.1,78.2,85.6,75.5,83.6,0,0,0,rain,0,0,17.4,11.4,41.4,1011.6,68.8,2.3,229.8,20,8,10,2023-12-10T06:20:14,2023-12-10T17:42:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-11,84.3,75.7,80.2,94.2,75.7,83.8,74.2,82.4,0.003,100,4.17,rain,0,0,15.7,9.2,50.6,1012.1,58.7,2.4,199,17.3,7,10,2023-12-11T06:20:47,2023-12-11T17:43:18,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-12,84.6,74.4,79,94.2,74.4,81.2,72.6,81.2,0,0,0,rain,0,0,15,11.4,68.6,1011.6,48.7,2.6,203.1,17.6,8,10,2023-12-12T06:21:20,2023-12-12T17:43:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-13,84.2,73.8,78.8,90.9,73.8,80.9,71.9,79.8,0,0,0,rain,0,0,16.8,15,58,1012.2,52.1,2.5,231.9,20.1,8,10,2023-12-13T06:21:53,2023-12-13T17:44:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-14,85.6,74.6,79.5,90.9,74.6,82,71.2,76.4,0,0,0,,0,0,17.7,13.9,43,1013.3,62.3,2.4,238.8,20.6,8,10,2023-12-14T06:22:26,2023-12-14T17:44:28,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-15,80.6,76.8,78.1,86.2,76.8,78.6,74,87.4,0.377,100,12.5,rain,0,0,21,6.9,23.2,1013.4,85.1,1.7,103.8,8.9,5,10,2023-12-15T06:22:58,2023-12-15T17:44:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-16,84.2,76.7,80.1,94.2,76.7,84.2,75.5,86,0.067,100,4.17,rain,0,0,20.8,13.9,53.6,1012.7,82.7,2.3,177.3,15.3,8,10,2023-12-16T06:23:30,2023-12-16T17:45:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-17,86,78.7,81.3,95.2,78.7,85.9,74.3,79.7,0,0,0,rain,0,0,21.9,17.2,64.1,1012.5,77.5,2.8,189.7,16.4,8,10,2023-12-17T06:24:02,2023-12-17T17:45:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-18,84.2,77,80.6,90.9,77,83.7,72.2,75.9,0,0,0,rain,0,0,21,16.1,62,1013.6,66.5,3,126.5,10.8,5,10,2023-12-18T06:24:34,2023-12-18T17:46:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-19,84.7,76.7,80.4,89.6,76.7,82.7,71.1,73.7,0,0,0,rain,0,0,20.4,12.8,42.6,1014,53.1,2.7,237.5,20.5,8,10,2023-12-19T06:25:05,2023-12-19T17:46:41,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-20,84.2,77,80,90.9,77,82.7,72.3,77.7,0,0,0,rain,0,0,19,11.4,37.7,1013.8,65.3,2.3,143.8,12.4,5,10,2023-12-20T06:25:36,2023-12-20T17:47:09,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-21,84.2,75.5,79.5,90.9,75.5,81.2,72.6,79.8,0,0,0,rain,0,0,17.2,12.8,35.6,1013.7,74.5,2,120.7,10.4,5,10,2023-12-21T06:26:07,2023-12-21T17:47:38,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-22,84.2,72.1,77.3,90.9,72.1,78.7,69.7,78.1,0,0,0,,0,0,16.1,10.3,36.3,1014,52.4,2.3,226,19.5,7,10,2023-12-22T06:26:37,2023-12-22T17:48:08,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-23,84.3,69.8,77,88.4,69.8,78.3,68.4,75.6,0,0,0,,0,0,14.3,9.2,39.1,1014.8,51.9,2.5,213.7,18.4,8,10,2023-12-23T06:27:06,2023-12-23T17:48:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-24,82.5,74.5,78.5,88.3,74.5,80.5,71.9,80.5,0,0,0,rain,0,0,20.8,13.9,24.7,1015.7,68.3,2.2,126,10.8,4,10,2023-12-24T06:27:35,2023-12-24T17:49:09,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-25,84.2,77,79.8,94.2,77,82.9,74.2,83.3,0,0,0,rain,0,0,19.2,16.6,38.2,1015,79.4,3,231,20,8,10,2023-12-25T06:28:04,2023-12-25T17:49:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,remote"
adyar,2023-12-26,84.2,73.4,79.1,92.5,73.4,81.6,71.7,78.5,0,0,0,rain,0,0,17.2,13.9,31.7,1015,58.6,4.3,203.3,17.6,8,10,2023-12-26T06:28:32,2023-12-26T17:50:12,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,remote"
adyar,2023-12-27,86,73.4,79.5,93.5,73.4,82.3,72,78.7,0,0,0,rain,0,0,18.6,12.8,27.3,1015.6,51.7,3,194.2,16.7,9,10,2023-12-27T06:28:59,2023-12-27T17:50:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-28,86,76.5,80.3,95.2,76.5,83.4,73.4,79.6,0,0,0,rain,0,0,18.6,11.4,36,1014.3,62.6,2.9,230.5,19.8,8,10,2023-12-28T06:29:26,2023-12-28T17:51:16,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-29,84.7,76.1,79.9,92.5,76.1,82.9,73.3,80.6,0,0,0,rain,0,0,19,11.4,38.7,1014.5,64.8,2.9,204.4,17.7,8,10,2023-12-29T06:29:52,2023-12-29T17:51:49,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-30,86,74.3,79.8,93.5,74.3,82.2,71.5,76.6,0,0,0,rain,0,0,16.3,10.3,45.3,1014.3,52.6,3,197.8,17,8,10,2023-12-30T06:30:17,2023-12-30T17:52:22,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2023-12-31,84.4,71.6,78.2,89.6,71.6,80,70.2,77.1,0,0,0,rain,0,0,15,11.4,49.1,1013.7,52.3,2.5,154.7,13.2,7,10,2023-12-31T06:30:42,2023-12-31T17:52:55,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-01,84.3,70.9,78.2,89.6,70.9,80,69.7,75.5,0,0,0,rain,0,0,15,11.4,46.3,1014.1,45.8,2.4,184,15.9,8,10,2024-01-01T06:31:06,2024-01-01T17:53:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-02,83.5,72.9,78.1,87.8,72.9,79.7,70,76.5,0,0,0,rain,0,0,14.5,11.4,57.2,1013.2,66.4,2.5,181.4,15.7,8,10,2024-01-02T06:31:29,2024-01-02T17:54:02,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-03,84.2,72.6,78.6,89.6,72.6,81,71.1,78.3,0.003,100,4.17,rain,0,0,16.1,12.8,62.2,1012.5,70.6,2.4,150.8,13,7,10,2024-01-03T06:31:51,2024-01-03T17:54:36,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-04,84.6,75.2,78.6,92.5,75.2,80.3,72.8,82.8,0.375,100,8.33,rain,0,0,18.6,10.3,52.4,1012.5,86.7,2.1,215.2,18.6,8,10,2024-01-04T06:32:12,2024-01-04T17:55:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-05,84.3,76.4,79.7,92.5,76.4,82.8,73.5,81.8,0.002,100,4.17,rain,0,0,17.4,10.3,33.5,1012.4,86.5,2.2,124.3,10.7,7,10,2024-01-05T06:32:33,2024-01-05T17:55:44,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-06,82.9,78.3,80.1,89.5,78.3,82.9,73.9,81.7,0.023,100,4.17,rain,0,0,19.7,11.4,41.2,1012.5,88.9,2.9,47,4.1,2,10,2024-01-06T06:32:53,2024-01-06T17:56:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-07,78.8,73.4,76.8,78.8,73.4,76.8,73.2,88.7,0.964,100,20.83,rain,0,0,24.4,9.2,37.4,1012.9,90.3,2.2,13.9,1.2,1,10,2024-01-07T06:33:11,2024-01-07T17:56:52,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-08,80.6,74.8,78,86.2,74.8,79.1,74.7,89.7,1.677,100,16.67,rain,0,0,24.4,8.1,49.7,1013.4,91.8,2.1,13.3,1.2,0,10,2024-01-08T06:33:29,2024-01-08T17:57:26,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-09,84.2,76.6,80.5,92.5,76.6,83.6,73.7,80.2,0,0,0,rain,0,0,18.6,13.9,58.4,1013.9,73.3,2.9,209.3,18,8,10,2024-01-09T06:33:46,2024-01-09T17:58:00,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-10,86.5,75.2,80.1,93.5,75.2,82.4,72.4,77.9,0,0,0,,0,0,16.8,13.9,68.5,1013.5,51.8,2.8,217.3,18.6,8,10,2024-01-10T06:34:02,2024-01-10T17:58:34,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-11,86.1,75.8,80.4,91.9,75.8,82.9,72.2,76.9,0,0,0,,0,0,17.4,11.4,54.9,1014,48.5,2.6,241.5,20.9,9,10,2024-01-11T06:34:17,2024-01-11T17:59:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-12,86,74.9,79.5,93.5,74.9,81.9,72.5,79.8,0,0,0,rain,0,0,14.8,11.4,63.3,1014,42.9,2.6,225.6,19.4,9,10,2024-01-12T06:34:31,2024-01-12T17:59:42,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-13,86,75.2,80,93.5,75.2,82.6,73.3,80.7,0,0,0,rain,0,0,12.8,10.3,56.3,1014.2,42.8,2,246.8,21.2,9,10,2024-01-13T06:34:44,2024-01-13T18:00:15,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-14,87.8,75,79.5,92.7,75,80.8,71.7,79,0,0,0,,0,0,12.3,12.8,57.7,1013.6,35.6,1.7,251.7,21.7,9,10,2024-01-14T06:34:56,2024-01-14T18:00:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-15,84.4,73.4,78.1,90,73.4,79.8,70.8,79.4,0,0,0,rain,0,0,10.1,8.1,76.1,1013,45.3,2.1,253.5,22,9,10,2024-01-15T06:35:07,2024-01-15T18:01:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-16,86.1,70.9,77.5,88.4,70.9,78.3,67.7,73.5,0,0,0,,0,0,11.2,8.1,82.6,1012.1,33.6,2.8,257,22.3,9,10,2024-01-16T06:35:16,2024-01-16T18:01:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-17,86,70.8,77.8,90.6,70.8,79,68.7,74.5,0,0,0,,0,0,11.4,9.2,93.3,1011.7,27,3.4,257.3,22.3,9,10,2024-01-17T06:35:25,2024-01-17T18:02:27,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-18,86,71.6,78.6,93.5,71.6,81,71.2,78.6,0,0,0,,0,0,12.5,9.2,77.5,1012.2,41.9,3.4,253.8,22,9,10,2024-01-18T06:35:33,2024-01-18T18:02:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-19,86.1,74.3,79.8,93.5,74.3,82.4,72.2,78.4,0,0,0,,0,0,12.3,9.2,69.1,1012.6,46.7,3.3,245.4,21.3,8,10,2024-01-19T06:35:40,2024-01-19T18:03:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-20,86,75.1,79.9,93.5,75.1,82.2,71.9,77.2,0,0,0,,0,0,15,9.2,71.4,1013.7,50,3.4,254.1,22.1,9,10,2024-01-20T06:35:45,2024-01-20T18:04:03,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-21,86.5,74.1,79.8,90.9,74.1,81.7,70.6,74.8,0,0,0,,0,0,14.1,6.9,111.3,1013.7,30.9,3.3,257.9,22.5,9,10,2024-01-21T06:35:50,2024-01-21T18:04:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-22,86,73.6,79.4,91.9,73.6,81.7,71.1,76.6,0,0,0,,0,0,9.8,9.2,136.6,1014.6,36.3,3.4,257.6,22.5,9,10,2024-01-22T06:35:53,2024-01-22T18:05:04,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-23,86.1,73.4,79.8,93.5,73.4,82.7,71.3,76.1,0,0,0,rain,0,0,10.3,11.4,140.8,1014.2,43.6,3.2,228.1,19.9,9,10,2024-01-23T06:35:55,2024-01-23T18:05:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-24,88,73.3,80.7,92.7,73.3,82.9,70.3,72.1,0,0,0,,0,0,10.1,10.3,163.9,1013.6,32.9,3.2,259.3,22.5,9,10,2024-01-24T06:35:56,2024-01-24T18:06:05,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-25,86.7,73.4,80.1,93.5,73.4,82.6,70.7,73.9,0,0,0,,0,0,10.7,9.2,125.5,1014.6,34,3.2,260.7,22.5,9,10,2024-01-25T06:35:56,2024-01-25T18:06:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-26,86,73.9,79.4,93.5,73.9,81.7,71.3,76.7,0,0,0,rain,0,0,14.3,10.3,69,1016.4,48.5,3.1,194.3,16.8,8,10,2024-01-26T06:35:55,2024-01-26T18:07:03,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-27,87.8,74.6,80.6,95.9,74.6,83.9,71.6,74.9,0,0,0,rain,0,0,13.6,13.9,63.6,1016.2,49.7,3.4,258.3,22.4,9,10,2024-01-27T06:35:53,2024-01-27T18:07:31,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-28,86,77,81.4,93.5,77,84.7,71.7,72.9,0,0,0,rain,0,0,15.7,15,79.6,1016,53.5,3.2,234.4,20.2,8,10,2024-01-28T06:35:50,2024-01-28T18:07:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-29,86,73.4,79.4,90.6,73.4,80.6,68,69.1,0,0,0,rain,0,0,14.3,13.9,64.8,1015.5,42.1,3.5,267.8,23.3,9,10,2024-01-29T06:35:45,2024-01-29T18:08:27,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-30,86,73.4,79.3,91.9,73.4,81.2,69.5,72.4,0,0,0,,0,0,17.2,12.8,52.1,1014.5,43.1,3.4,253.3,22,9,10,2024-01-30T06:35:40,2024-01-30T18:08:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-01-31,87.8,73.4,80.4,97.8,73.4,84.1,72.2,76.6,0,0,0,,0,0,16.6,10.3,88.2,1014.2,40.3,3.3,225.8,19.5,9,10,2024-01-31T06:35:33,2024-01-31T18:09:20,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-01,87.8,77,81.9,99.9,77,87.5,75.2,80.5,0,0,0,rain,0,0,16.6,9.2,114.9,1014.1,54,3.2,250.8,21.8,9,30,2024-02-01T06:35:25,2024-02-01T18:09:46,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-02,88.3,78.6,82.6,99.9,78.6,88.6,75.3,79.2,0,0,0,rain,0,0,15,12.8,130.3,1013.9,50.4,3.6,249,21.5,8,30,2024-02-02T06:35:17,2024-02-02T18:10:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-03,87.8,76.4,81.3,94.2,76.4,84.8,73.1,76.9,0,0,0,,0,0,14.5,10.3,98.2,1014.7,42,3.6,267.3,23.3,9,10,2024-02-03T06:35:07,2024-02-03T18:10:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-04,88.2,74.1,80.9,94.6,74.1,83.7,71.8,74.8,0,0,0,,0,0,13.9,10.3,81.5,1016.1,38.8,3.5,270,23.3,9,10,2024-02-04T06:34:56,2024-02-04T18:10:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-05,87.8,74.4,80.6,94.2,74.4,83.2,71.3,74.2,0,0,0,,0,0,11.2,11.4,83.2,1016.2,43.6,3.4,272,23.5,9,10,2024-02-05T06:34:44,2024-02-05T18:11:23,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-06,86.8,74.9,80,93.5,74.9,82.6,71.7,76.5,0,0,0,,0,0,10.3,11.4,93.5,1015.8,35.9,3.1,273.2,23.6,9,10,2024-02-06T06:34:31,2024-02-06T18:11:46,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-07,89.6,73.4,80.3,93.5,73.4,82.2,70.3,73.5,0,0,0,,0,0,9.4,9.2,86.4,1015.1,32.1,3.5,276.5,23.8,9,10,2024-02-07T06:34:17,2024-02-07T18:12:08,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,remote,43277099999"
adyar,2024-02-08,88,73.4,80.3,95.9,73.4,83.3,72.5,78,0,0,0,,0,0,11.4,10.3,143.1,1014.2,29,3,273.2,23.6,9,5,2024-02-08T06:34:02,2024-02-08T18:12:29,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
